,Series Name,Series Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1503,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1504,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Spain,ESP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1505,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,St. Kitts and Nevis,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,St. Lucia,LCA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1509,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,St. Vincent and the Grenadines,VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Suriname,SUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1512,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Sweden,SWE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1513,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Switzerland,CHE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1514,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Tajikistan,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Tanzania,TZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1517,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Thailand,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Timor-Leste,TLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1519,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Togo,TGO,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1520,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Tonga,TON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1521,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Trinidad and Tobago,TTO,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1522,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Turkiye,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Uganda,UGA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1528,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Ukraine,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1530,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,United Kingdom,GBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1531,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1532,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Vanuatu,VUT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1535,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Venezuela, RB",VEN,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1536,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1538,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,West Bank and Gaza,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Yemen, Rep.",YEM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1540,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Zambia,ZMB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1541,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Zimbabwe,ZWE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24380,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Afghanistan,AFG,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24381,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Albania,ALB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
24382,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Algeria,DZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24385,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
24386,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Antigua and Barbuda,ATG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24387,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Argentina,ARG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24388,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Armenia,ARM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24390,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Australia,AUS,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
24391,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24392,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24393,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Bahamas, The",BHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24394,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Bahrain,BHR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24395,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24396,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Barbados,BRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24397,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24398,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Belgium,BEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24399,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Belize,BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24400,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Benin,BEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24402,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Bhutan,BTN,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
24403,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Bolivia,BOL,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
24404,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Bosnia and Herzegovina,BIH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24405,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Botswana,BWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24406,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Brazil,BRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24408,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24409,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Bulgaria,BGR,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24410,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Burkina Faso,BFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24411,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Burundi,BDI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24412,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Cabo Verde,CPV,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24413,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Cambodia,KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24414,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Cameroon,CMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24415,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
24417,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Central African Republic,CAF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24418,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Chad,TCD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24420,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Chile,CHL,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24421,Paid leave is not available to fathers,SH.PTR.LEVE.AL,China,CHN,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24422,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Colombia,COL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24423,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Comoros,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24424,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Congo, Dem. Rep.",COD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24425,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Congo, Rep.",COG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24426,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24427,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Cote d'Ivoire,CIV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24428,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Croatia,HRV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24431,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
24432,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
24433,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Denmark,DNK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24434,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Djibouti,DJI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24435,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24436,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Dominican Republic,DOM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24437,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Ecuador,ECU,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24438,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Egypt, Arab Rep.",EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24439,Paid leave is not available to fathers,SH.PTR.LEVE.AL,El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
24440,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
24441,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24442,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Estonia,EST,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24443,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24444,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Ethiopia,ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24446,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Fiji,FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
24447,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Finland,FIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24448,Paid leave is not available to fathers,SH.PTR.LEVE.AL,France,FRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24450,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Gabon,GAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24451,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Gambia, The",GMB,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
24452,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Georgia,GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24453,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Germany,DEU,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24454,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24456,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Greece,GRC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24458,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Grenada,GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24460,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Guatemala,GTM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24461,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24462,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24463,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24464,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Haiti,HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24465,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24466,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Hong Kong SAR, China",HKG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
24467,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Hungary,HUN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24468,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Iceland,ISL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24469,Paid leave is not available to fathers,SH.PTR.LEVE.AL,India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24470,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Indonesia,IDN,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24471,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Iran, Islamic Rep.",IRN,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
24472,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24473,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
24475,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24476,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Italy,ITA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
24477,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24478,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Japan,JPN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24479,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
24480,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24481,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Kenya,KEN,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24482,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Kiribati,KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24484,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Korea, Rep.",KOR,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24485,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Kosovo,XKX,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
24486,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24487,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24488,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Lao PDR,LAO,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
24489,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Latvia,LVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24490,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24491,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24492,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24493,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24495,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Lithuania,LTU,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24496,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Luxembourg,LUX,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
24498,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24499,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Malawi,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24500,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24501,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Maldives,MDV,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24502,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Mali,MLI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24503,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Malta,MLT,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24504,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Marshall Islands,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24505,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Mauritania,MRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24506,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Mauritius,MUS,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24507,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Mexico,MEX,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
24508,Paid leave is not available to fathers,SH.PTR.LEVE.AL,"Micronesia, Fed. Sts.",FSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24509,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
24511,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Mongolia,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24512,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Montenegro,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24513,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Morocco,MAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24514,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Mozambique,MOZ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24515,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
24516,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Namibia,NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24518,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Nepal,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
24519,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Netherlands,NLD,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24521,Paid leave is not available to fathers,SH.PTR.LEVE.AL,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24522,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
24523,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Niger,NER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24524,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24525,Paid leave is not available to fathers,SH.PTR.LEVE.AL,North Macedonia,MKD,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24527,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Norway,NOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24528,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24529,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24530,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Palau,PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24531,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
24532,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24533,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Paraguay,PRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24534,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Peru,PER,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
24535,Paid leave is not available to fathers,SH.PTR.LEVE.AL,Philippines,PHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
